label,text
Negative,"Waktu Perdana Menteri, Datuk Seri Najib Tun Razak buat keputusan saya masih dalam Umno lagi, sepatutnya semua mesyuarat Umno bahagian dan cawangan selesai dalam bulan April."
Positive,CRCC juga komited terhadap apa juga projek semasa atau masa depan mengikut jadual dan anggaran yang dipersetujui
Neutral,"Sebenarnya, pembayaran dividen KWSP ini meningkat secara beransur-ansur sejak beberapa tahun kebelakangan ini dan bukan hanya pada tahun ini"
Neutral,"Polis datang ke rumah saya, untuk menyoal berkenaan status di Twitter itu dan siapakah yang saya maksudkan"
Neutral,Kita mengambil masa sedikit kerana kita memerlukan kerjasama pelbagai pihak
Negative,"Orang Melayu yang tidak relevan macam beliau hidupnya umpama burung kakak tua, mengulangi apa yang diarahkan tuan mereka"
Positive,"Secara keseluruhannya, laporan audit itu telah memenuhi objektif pengauditan yang ditetapkan dan kerajaan berpuas hati dengan laporan pasukan audit"
Neutral,"Mengikut Akta Sewa Beli, institusi kewangan berhak mengambil semula (tarik) kenderaan itu apabila penyewa gagal membayar jumlah ansuran ditetapkan dalam syarat perjanjian dengan pihak berkenaan."
Neutral,"Ini bermakna untuk terus berkuasa di Johor, BN hanya perlu mengekalkan 26 kerusi utamanya dan menang tiga lagi kerus"
Neutral,Saya selalu katakan di Semenanjung: Mungkin rakyat di sana tidak tahu Kinabatangan seluas Pahang dan sebab itu suara wakil rakyat Kinabatangan mesti seluas itu
Positive,"Saya terbuka, malah sering meminta tunjuk ajar pemimpin tempatan dan menerima komen atau teguran mereka tanpa mengira status sebagai wakil rakyat"
Negative,Tidak ada maknanya kita bertindak selepas sesuatu kejadian berlaku. 
Positive,"Selain dari bangunan tertentu yang menjadi mercu tanda, pasar tani juga boleh dijadikan mercu tanda sesuatu lokasi,"
Neutral,Bayangkan jika anda memberi mereka geran untuk tanah yang mereka diami itu
Positive,Bagi saya masalah itu telah selesai
Positive,Jika ada di kalangan mereka yang terlibat dalam aktiviti pengganas dan tentunya mana-mana negara tidak perlu menyatakan kekhuatiran atau kegusaran terhadap apa yang dilakukan oleh kerajaan Malaysia ini
Positive,Saya rasa ini cadangan baik
Negative,"Ekonomi Malaysia bergantung kepada nilai import yang tinggi seperti jentera dan teknologi dari EU, jadi perang perdagangan hanya akan merugikan kita"
Negative,Para pelabur dan pasaran global hilang keyakinan terhadap kita dan kita mengambil masa yang lama untuk memenangi semula hati mereka
Negative,Perbuatan itu mengundang bahaya kerana risiko terkena renjatan elektrik.
Positive,Inflasi dan pengangguran pada paras rendah
Positive,Kita (Malaysia) juga tidak akan mengenetepikan isu keselamatan kerana kita bercakap mengenai pergerakan keluar masuk orang dan barangan antara Malaysia-Singapura
Positive,Saya sangat teruja dengan pemimpin terdahulu yang mahukan semua kaum di negara ini bersatu. 
Neutral,Tiada apa pun yang diputuskan
Positive,"Asalkan anak pandai membaca dan mengira, cukup untuk kami yang tiada apa-apa (kerakyatan)"
Negative,PKR tak patut salahkan SPR atas kesilapan sendiri
Negative,"Kebanyakan orang Cina yang kamu temui di sini akan beritahu kamu, kebimbangan mereka tentang isu yang melanda negara."
Neutral,Kita dah bagi cadangan (tanaman ketum) sebelum ini.
Positive,Shahidan juga mengecam Perlis Hope di Facebooknya
Positive,Negara kita bukan menggelongsor ke arah muflis dan tidak ada kemampuan
Negative,"Dalam suasana hampir dengan pilihan raya umum misalnya, muncul pelbagai pihak dalam masyarakat yang mencetus pelbagai isu hingga boleh menggugat perpaduan negara."
Negative,dakwaan itu juga boleh menyebabkan dunia kurang keyakinan terhadap keupayaan negara mengawal tempat-tempat keselamatan.
Positive,"Dalam mesyuarat kerajaan negeri baru-baru ini, kita telah membincangkan tentang peluang dan bagaimana pendekatan untuk memudahkan golongan ini memiliki rumah."
Neutral,"Ini adalah satu keputusan dasar jadi kalau nak dilaksanakan kena ambil kira lah Sabah, Sarawak dan Semenanjung sekali."
Negative,"Kalau dah hentam kerajaan secara terbuka, memang itu tindakan sepatutnya diambil"
Positive,Jalan keluarnya ialah menubuhkan suruhanjaya diraja untuk menyiasat
Neutral,Ia turut sama memberi kesan kepada rakyat di Negeri Sembilan
Neutral,Keputusan rayuan saya akan diputuskan pada 1 Jun nanti jadi ada dua bulan lagi untuk sabitan melanggar Akta Rahsia Rasmi (OSA)
Negative,bukan saya yang mahu meninggalkan pasukan itu sebaliknya mereka yang menggugurkan saya tanpa alasan yang kukuh.
Neutral,Ada orang yang terpaksa bawa kereta Uber bukan kerana itu pilihan mereka
Positive,"Jika mereka yakin dengan agenda yang saya bentangkan ini, saya harap mereka akan bersama kita untuk pastikan ia jadi kenyataan"
Negative,Kami melakukan kesilapan.
Positive,"JPN akan melakukan tindakan adil untuk anak-anak yang dimangsakan supaya atas nama kemanusiaan dan perundangan, mereka layak untuk mendapat pendidikan di sekolah serta diberikan dokumen yang sah"
Negative,menggesa semua pihak supaya lebih bertanggungjawab dan sensitif terhadap pihak lain bagi mengelak berlaku kejadian tidak diingini.
Positive,Insya-Allah pada TN50  (Transformasi Nasional 2050) sasaran kerajaan sebanyak 60 peratus tenaga kerja kita memiliki diploma atau ijazah pertama
Neutral,Maklumlah acuan yang sama
Positive,"Kemudian, dalam Pakatan Harapan ada ramai ulama yang lahir dari gerakan Islam."
Neutral,"Dengan pelaksanaan Akta Peranti Perubatan 2012 dan penubuhan Pihak Berkuasa Peranti Perubatan di bawah Kementerian Kesihatan, produk ini dikategorikan sebagai peranti perubatan"
Positive,"Justeru, kami menasihatkan orang ramai supaya mengabaikan kajian dalam talian ini"
Positive,"Semua parti bersedia membenarkan lambang mereka digunakan, kecuali jika JPPM bermurah hati…takut pada kami kerana mereka belum beri kelulusan"
Negative,"Melalui wang ini kita akan membayar hutang…hasil diperoleh bukan membabitkan sehari dua, sebaliknya akan memakan masa lebih 10 tahun untuk menjana pendapatan daripada pembangunan jangka panjang terbabit."
Positive,Kami pihak industri amat berharap kerajaan benar-benar serius untuk memberikan baucar buku kepada pelajar seperti yang dijanjikan dalam Bajet 2018
Neutral, Ramai orang sampai 100 tahun boleh fikir dengan baik
Negative,"Diangkut orang lain, diangkut pimpinan PKR untuk bercakap walaupun kita ada exco agama, diminta orang lain bercakap tentang agama, tentang bagaimana kejayaan kita merangsang program agama di Selangor ini."
Positive,(Felda) akan daftar balik tanah itu kepada nama kita.
Positive,"Melihat kepada realiti hari ini, yang mana industri mudah alih semakin meluas, pengguna media sosial yang meningkat dan pelaksanaan urus niaga elektronik (e-dagang) semakin melonjak tinggi statistiknya"
Positive,"Bagaimanapun, Rang Undang-undang ini sama sekali tidak menyekat hak kebebasan bersuara rakyat sebagai mana yang diperuntukkan di bawah Perlembagaan Persekutuan"
Positive,"Beliau sendiri meminta agar isu ini tidak lagi dipolemikkan dan berlandaskan alasan itu, kita terima dengan cukup berlapang dada"
Positive,"Tanpa masalah, mereka dibenarkan memasuki dewan untuk mengemukakan kertas pencalonan mereka."
Negative,"Pemakan dedak ini cuak, Bersatu akan gantikan Umno dan Pakatan Harapan berjaya menumbangkan BN sebab itu mereka usahakan pelbagai cara untuk menghalang pendaftaran parti"
Positive,"Sekiranya pembiayaan ini mendapat sambutan yang tinggi, Bank Rakyat tidak menolak kemungkinan untuk menambah lagi jumlah peruntukan"
Positive,Koperasi Orang Asli yang ada sekarang kebanyakannya tumpu sektor perladangan dan tidak kepada sektor pelancongan yang mampu beri keuntungan besar dengan modal sedikit
Negative,"Bila kita minta, mereka akan tar yang mana melalui kawasan kampung Melayu, tapi bila sampai kampung Siam, mereka pusing balik"
Negative,Wartawan dan jurugambar daripada media cetak dan elektronik serta portal seharusnya mengikuti Garis Panduan Media Profesional 2012 yang boleh dimuat turun dari laman web Jabatan Keselamatan dan Kesihatan Pekerjaan.
Positive,"Selepas ini, diharap anak anak belia kita lebih berani dan tak malu untuk bercakap dalam Bahasa Inggeris."
Neutral,"Itu yang membuat kita tertanya-tanya, bagaimana pertumbuhan sesebuah negara boleh berkembang sedangkan hypermarket, yang merupakan perbelanjaan asas sebenar di negara ini, adalah negatif"
Positive,"Kalau dia isytihar, kita akan kenakan cukai"
Neutral,"Apabila kita menyingkirkan mana-mana ahli politik, kita hanya merawat simptom tersebut."
Neutral,"Selain subsidi untuk barang, terdapat subsidi elektrik dan tol supaya kenaikan kadar elektrik dan tol dapat dielakkan."
Negative,menjelaskan antara risiko terpaksa dihadapi pasukan adalah berkenaan persembahan muka baharu yang ditandatangani sama ada lebih baik berbanding pemain lama.
Positive,Mereka memuji komitmen dan kesungguhan yang ditunjukkan keempat-empat isterinya kerana sanggup bersengkang mata menyiapkan markas serta memasang bendera parti demi menunjukkan sokongan serta semangat mereka kepada parti.
Positive,"Sebagai penjawat awam, tuan puan adalah tulang belakang kerajaan dan segala yang kita (kerajaan) harapkan untuk membantu kebajikan rakyat serta membangunkan negara"
Positive,"Antara langkah kita selalu tekankan kepada kakitangan, ialah memadamkan sumber oksigen dan hentikan bekalan elektrik bagi mengelakkan risiko lebih teruk daripada berlaku"
Positive,Kepimpinan sekarang mewarisi perjuangan terdahulu khususnya Tuan Guru Nik Aziz yang tidak pernah keluar PAS dan meninggal (ketika berada) dalam parti
Neutral,Sudah tentu kalau boleh kami ada hak membacanya.
Negative,Manifesto PAS saya baca sekali sahaja saya tahu dah retorik sahaja. 
Negative,amat lantang dan langsung tidak berselindung dalam menyatakan pandangannya mengenai cara media asing membuat liputan Pilihan Raya Umum
Positive,"KR1M 2.0, Insya-ALLAH kekal dengan barang-barang yang boleh kita uruskan terus dari pengeluar, akan kita bincangkan agar harga di bawah pasaran dapat diteruskan"
Negative,"Mereka hanya tahu bercakap buruk tentang orang lain,"
Neutral,Khidmatnya masih lagi diperlukan untuk menjaga Dun Rahang yang mempunyai pelbagai latar belakang pengundi yang pelbagai.
Negative,Orang Melayu yang tidak relevan tidak tahu dunia sebenar.
Positive,"Ini adalah realiti ekonomi sekarang, dengan pertumbuhan negara semakin meningkat."
Neutral,Rundingan mengenai pembahagian kerusi masih berjalan dan saya adalah seorang daripada anggota yang terbabit
Negative,Kerajaan tidak ada duit
Negative,Pengundi di dua kawasan itu berkali-kali ditipu pembangkang...apabila mereka berjanji tidak ditunaikan..sampai bila mahu ditipu lagi
Positive,Rakyat Malaysia inginkan satu penyelesaian konkrit daripada kerajaan untuk mengatasi masalah ini.
Neutral,Perbelanjaan parti politik juga dikawal ketat oleh badan pengendali pilihan raya
Positive,"SPR mesti memastikan perbincangan dan arahan yang betul dijalankan oleh kedutaan dan konsulat, kerana tanpa perkara itu pengundi akan berada dalam kekeliruan"
Positive,"Peluang hanya datang sekali sahaja seumur hidup bagi menyeimbangkan duniawi dan ukhrawi, bagi menjadi insan yang kamil dan aset kepada negara dan bukannya liabiliti"
Positive,Saya perlu berlaku benar pada diri saya dan 11 nyawa yang meninggal dunia
Positive,"Bagaimanapun, jika kadar faedah itu dapat diturunkan, ia akan mengurangkan beban rakyat"
Negative,Ternyata mereka ini adalah agen yang wujud bagi memporak-perandakan Bersatu
Positive,Cadangan memperkenalkan undang-undang menangani berita palsu bukan untuk menyekat kebebasan bersuara rakyat tetapi bertujuan mengekang penyebaran fitnah melampau yang boleh menimbulkan ketegangan kaum
Negative,"Kau nak tahu dua tiga hari lagi kamu tengok, celaka sungguh binatang ni"
Positive,MP paling miskin dalam sejarah di Malaysia kerana semua gaji dan elaunnya hanya untuk rakyat
Positive,Apa yang saya kata ialah pemaju menyerahkan dokumen penting kepada kami supaya kami dapat memindahkan pemilikan tanah itu kembali kepada Felda
Positive,"Saya juga ada menyimpan bukti percakapan di dalam cakera keras (hard disk) selain maklumat peribadi pengadu, namun ia akan terus kami simpan bagi mengelak ia 'hilang' (dalam simpanan ROS) sebelum dihantar kepada ROS dalam tempoh 10 hari lagi"
Neutral,Fail itu masih berada dalam talian sekarang
Positive,"Kalau nak kira, memang boleh (dapat 40,000) undi...kita bekerja untuk rakyat  sejak lepas pilihan raya dulu lagi"
Positive,"Kehadiran mereka, bukan langkah awal buat Malaysia membuka pintu kepada Israel,"
Negative,"Sebelum ini, apa yang diberitahu kepada kita sangat tidak tepat."
Positive,Organisasi terbabit harus segera memaklumkan kepada MRT Corp jika mereka menerima panggilan sedemikian
Positive,"Ketepikanlah perasaan bengis, kalau kita tegur bukan kita hina. "
Negative,"GST, harga barang mahal, isu integriti, pelaburan China, janji PRU13 yang tidak ditepati ditambah dengan pemecatan Muhyiddin Yassin dan Mukhriz Mahathir, antara alasan tambahan yang membuatkan pengundi sekarang marah"
Neutral,Tetapi adakah semuanya memenuhi kehendak industri pekerjaan
Positive,Aplikasi ini dibangunkan untuk menyediakan kemudahan semakan secara mudah alih kepada orang awam untuk mengetahui status pendaftaran sebagai pemilih.
Negative,"Masalah terbesar di negara ini, selain kleptokrasi, adalah berita palsu"
Positive,"Ini kita telah buktikan…bila ada kuasa undang-undang yang boleh dikenakan kepada mana-mana individu yang kemungkinan besar lakukan jenayah seperti keganasan, maka tindakan itu sangat berkesan."
Positive,"Saya percaya sebarang perbincangan antara 2 pihak ialah langkah yang sihat, kerana ia juga memperakui usaha mufti mendekati masyarakat transgender."
Positive,pada 5 Januari 2018 nilainya berada pada kedudukan tertinggi dalam tempoh 17 bulan dan kembali kepada paras psikologi di bawah RM4.00
Negative,Ia tindakan tidak bertanggungjawab
Neutral,Terdapat lebih 100 jabatan dan agensi kerajaan negeri di Sabah
Positive,Kami menyiarkan berita berkaitan banjir sejak hari pertama lagi
Positive,"Sekarang rumah RM300,000 habis 'sekelip mata'"
Positive,"Masyarakat sekarang gunakan kemajuan IT utk kongsi ilmu, pengalaman, info kesihatan, keselamatan, tolong menolong sambil kongsi kegembiraan kedukaan sesama manusia untuk menyalurkan bantuan"
Neutral,Persidangan antarabangsa itu adalah anjuran PBB dan PBB tidak membeza-bezakan anggotanya.
Positive,"Kita sebagai kerajaan beriltizam untuk pastikan keadaan ini akan berterusan,"
Positive,Tidak ada rakyat Malaysia yang mahukan perasaan kebencian ini terus ditanam dan disemai di dalam jati diri setiap warganegara
Negative,Penolakan menyalahi undang-undang oleh speaker untuk menjawab soalan berkaitan 1MDB tidak berperlembagaan
Neutral,"Dan kalau ini kita biar tergantung, tak diselesaikan, kita yakin kalau kita ambil kerajaan sekali pun, kita akan memikul bebanan sama."
Negative,Kempen pilihan raya bertukar menjadi kerja-kerja menepis dan menjawab segala isu integriti yang melingkari calon-calon sedemikian
Negative,mengecam SPR itu cukup memalukan kerana beliau bukan baharu dalam arena politik negara.
Positive,"Jadi, itu masalah dihadapi negara, maka kerajaan berpendapat lebih baik kerajaan hulurkan bantuan daripada lihat 50,000 ‘inderect’ dan 10,000 ‘direct’ pekerja hilang pekerjaan,"
Positive,Tapi satu benda cukup penting bagi pembangkang adakah kita ada masa lagi untuk melihat kelemahan dan kekurangan kita hari ini
Positive,Ikatan akan bantu PAS dan calon-calon GS nanti.
Positive,Tunjukkanlah kesungguhan dan bekerjasama supaya kejayaan akan terus dicipta
Positive,majikan mempunyai pilihan untuk menggunakan agensi seperti biasa
Positive,"Sebenarnya, kita target semua kerusi di bawah Gagasan Sejahtera."
Negative,"Apa yang menjadi masalah kita, apabila masyarakat gemar berkongsi maklumat mereka kepada pihak lain. "
Positive,"bila semua aspek kewangan dalam 1MDB diselesaikan, memang 1MDB tidak mempunyai fungsi lagi, jadi wajar ia ditutup."
Negative,Kata macam-macam sebab tak ada alasan…nak tutup malu sebab itu reka kata kami tak dapat habuan padahal malu sebab gagal urus parti.
Negative,"segala bentuk rasuah yang dinyatakan adalah berkaitan aktiviti penyamaran; jamuan; pengaruh tidak wajar dan penyogokan yang mana ia mungkin boleh berlaku sama ada sebelum, semasa atau selepas tempoh pilihan raya diadakan."
Neutral,"Sekarang, saya tidak akan menafikan isu ini"
Negative,tidak mampu bersatu dan cenderung berselisih pandangan dengan mereka yang menyertai pakatan itu.
Neutral,Saya sendiri mengetuai pasukan ini dengan kekuatan anggota seramai lapan orang
Negative,"Apabila berlaku ketidakseimbangan, ekstremisme dengan mudah berlaku"
Positive,"Pada saya, saya fikir mereka patut teruskan"
Negative,Ketidakseimbangan peranan gender di negara anggota OECD telah menyebabkan ketidakseimbangan dalam membuat dasar
Positive,Perpindahan pejabat PBB Malaysia dari Damansara ke sini akan meningkatkan rangkaian dan memperkukuhkan kerjasama antara petugas PBB serta kementerian dan agensi di Malaysia
Negative,Bagi saya ini langkah berundur ke belakang yang boleh menjejaskan prestasi BN Perak dalam PRU14
Positive,"Janganlah kita sibuk meletakkan kesalahan terhadap aspek pemakaian wanita, sebaliknya berganding bahu memberikan penyelesaian bersifat menyeluruh dan tuntas"
Positive,"Jadi bayangkan, akhirnya kalau semua rakyat ini memikirkan kalau bawa beg plastik dapat 20 sen."
Negative,"Lepas ambil pendirian berhenti jadi ahli Pas saya rasa lapang banyak, rasa terlepas daripada beban untuk dianggap sebagai pengkhianat yang memberi tongkat kepada Umno-BN oleh rakyat."
Negative,Teruk sangatkah sokongan rakyat kepada BN sehingga terpaksa mewajibkan pelajar sekolah untuk meramaikan majlis mereka dan menyalahgunakan kuasa Kementerian Pendidikan sebagai alat propaganda politik kepartian mereka?
Neutral,"Sebab pertimbangan kita adalah kos, kalau yang asalnya ‘double formation single track’, sudah tentulah komprominya ialah kepantasan, jaminan dan keselamatan."
Positive,"Kita akan tengok daripada pelbagai aspek supaya akhirnya hak rakyat dapat dikembalikan, itu fokus kita pada tahun ini selaras dengan arahan pucuk pimpinan SPRM"
Negative,"Memaksa mereka ponteng sekolah dan wajib hadir ke program politik adalah tindakan anti-demokratik,"
Positive,"Pada saya, keperibadian Tok Mat itu boleh menambat hati rakyat."
Positive,"Kerajaan beri bantuan tidak kira waktu, tidak perlu tunggu dekat PRU baru bagi."
Neutral,Peguam dikehendaki memohon untuk hadir sebagai amicus curiae semasa prosiding
Negative,mereka diugut agar mengundi Umno pada pilihan raya umum akan datang
Neutral,Surat itu turut mengandungi nombor akaun bank organisasi terbabit
Positive,"Pengguna yang tak bawa bayar 20 sen tapi yang bawa beg sendiri, mereka ini juga perlu diberi ganjaran"
Positive,"Seperti yang diumumkan dalam Bajet 2018, sebanyak RM3.9 bilion disediakan untuk subsidi barang dan pengangkutan seperti gas memasak, tepung, minyak masak, dan banyak lagi"
Positive,BN dan UMNO Selangor mendesak SPRM menyiasat apa sebenarnya berlaku di sebalik transaksi dan keputusan penyerahan balik meragukan ini
Positive,"Kita percaya menjelang 2023, semua kemudahan asas meliputi 853 kampung akan selesai"
Neutral,"Ini bermakna kementerian, AG (peguam negara) cakap lain, perdana menteri cakap lain, soal rakyat percaya atau tidak itu soal lain kerana 1MDB adalah rahsia"
Positive,Kita di peringkat parti mesti turun ke bawah memberi penerangan mengenai perjuangan kita
Negative,pasukan juga perlu berdepan dengan kos besar untuk menggugurkan pemain lama jika mahu mengikat pemain baharu.
Negative,Ada kementerian mempunyai dua menteri dan saya fikir ini membazir
Positive,jumlah ini sesuatu yang besar dan perlu diberi perhatian khusus agar pembangunan sektor koperasi setaraf syarikat besar lain
Negative,"Dalam keadaan terdesak ini, mungkin kerajaan akan jual (aset itu) kepada mana-mana pihak sebab nak dapatkan duit"
Positive,Tidak timbul soal kami dibuli PAS. 
Positive,Peniaga seharusnya memberi 20 sen kepada pembeli yang membawa beg sendiri dari rumah dan bukannya caj itu hanya dikenakan kepada mereka yang tidak membawanya dan meminta beg plastik.
Positive,Amanah dan Bersatu digambarkan gagal memenangi hati pengundi Melayu luar bandar kerana perpecahan ini
Neutral,Ia adalah satu pandangan dan saya bukan individu yang senang untuk membuat silap
Neutral,"Selain itu, disebabkan ia bukan pendidikan formal, peratus kehadiran pelajar setiap hari ke sekolah cuma 70 peratus"
Positive,wujud ruang terbuka untuk perbincangan dan menyuarakan pendapat kepada pimpinan negara.
Positive,Kita beralih pula kepada konsep participatory democracy dengan rakyat terbanyak diberikan peluang untuk menyuarakan pendapat dalam pelaksanaan kuasa oleh pihak kerajaan selepas mereka mendapat mandat pemerintahan melalui proses pilihan raya.
Positive,"Bagaimanapun, seperkara yang ditunjukkan penyokong PAS ialah mereka tidak begitu aktif memuat naik status mengenai parti itu di Facebook atau Twitter"
Positive,Geely merupakan sebuah syarikat yang mempunyai kepentingan terbesar dalam Daimler.
Positive,Kita akan laksanakan pertandingan 10 pasar tani terbaik di peringkat negeri dahulu dan kemudian akan dibawa ke peringkat kebangsaan
Neutral,"Negara jiran kita di Bali hebat, besar kapal itu."
Negative,"Apabila diteliti, kita dapati, hutang rumah ini sebenarnya lebih banyak melibatkan golongan yang dikenali sebagai pelabur hartanah yang mana membeli rumah dengan jumlah yang banyak"
Negative,Tetapi perlu berhati-hati de­ngan GSPS ekstrem sedemikian rupa kerana masyarakat Cina sudah begitu serasi dengan peranan Gerakan dan MCA sama ada dalam kerajaan BN peringkat Pusat atau negeri adalah begitu signifikan sekali
Neutral,"Sebelum ini, penumpang mempunyai pilihan sama ada menggunakan tren atau teksi untuk pemindahan dari satu terminal ke terminal lain"
Positive,"Oleh sebab itu, e-Wallet adalah langkah terbaik kerana ia tidak membabitkan kos cetak lebih-lebih memudahkan kawalan dilakukan ke atasnya"
Neutral,"Saya beritahu kepada pihak yang berkenaan, ada hakisan tanah dan rekahan di kawasan pakuan tanah"
Neutral,"Proses libat urus dan perundangan ini amat penting bagi memastikan bidang kuasa NTSB merangkumi aspek siasatan kemalangan meliputi semua mod pengangkutan darat, rel, maritim dan udara"
Positive,Kajian lebih perlu diberikan kepada tawaran-tawaran yang dibuat sebab 10 peratus itu banyak untuk kurangkan harga kereta
Positive,"Saya beritahu pengerusi dan ahli-ahli jawatankuasa saya, dan mereka bersetuju"
Neutral,Setakat ini masih belum ada kakitangan KKM yang dipanggil polis untuk memberi keterangan.
Positive,"Pada masa sama, kita berharap universiti yang ada kepakaran seperti kaunseling dan psikologi, bekerjasama dengan pusat ini supaya pendekatan rawatan serta pemulihan secara saintifik dan spiritual bergerak seiring"
Positive,"Maknanya jelas, tak payahlah saya cakap panjang sebab orang Langkawi pun faham, orang India Langkawi pun faham bahawa hanya BN sahaja yang kita boleh letakkan harapan kita."
Negative,"Shafee beritahu penonton dia sedia berdebat dengan sesiapa sahaja, termasuk Majlis Peguam Malaysia berkaitan sabitan itu, tetapi dia tidak bersedia pula untuk hadir ke mesyuarat Badan peguam Malaysia untuk mempertahankan diri"
Positive,"Saya menghargai peruntukan itu kerana iniah dana yang kita nanti-nantikan, terutamanya jabatan pendidikan"
Neutral,"Syarikat itu berkata, mereka hanya menandatangani 'pengakuan komitmen' sebagai lampiran kepada permulaan perjanjian projek itu, bahawa mereka akan melaksanakan projek itu dengan terbaik sekiranya diberi mana-mana bahagian projek oleh SPV,"
Negative,"Kalau saya nak apa-apa dari awal saya tak masuk PPBM sebab saya tahu PPBM bukan ada duit,"
Neutral,Siapa kata?
Positive,"Sebelum ini IKM ada di Alor Setar, Sungai Petani dan Sik dan tempat yang dilihat sesuai untuk bina IKM baharu adalah di Bukit Kayu Hitam kerana kita lihat jumlah penduduk akan bertambah selepas BBC dilaksanakan"
Positive,Sangat baik.
Negative,Masyarakat Orang Asli Temiar tidak harus dianggap atau dilayan seperti penjenayah atau orang jahat kerana mereka hanya melindungi hak sebagai rakyat Malaysia secara sah
Positive,Saya harap tidak ada perubahan kepada senarai calon
Positive,"Elaun khas ini akan diterima oleh seluruh anggota bomba dan penyelamat iaitu seramai 13,342 dengan melibatkan peruntukan sebanyak RM2,668,400 sebulan dan RM32 juta setahun."
Negative,SPR melangkaui tugas dan tanggungjawab utama yang termaktub dalam undang-undang.
Positive,"Proses berkenaan, perlu dilaksanakan secara berperingkat dan teratur bagi memastikan perkhidmatan terbaik sentiasa dapat disampaikan kepada rakyat"
Positive,"Saya tidak boleh dedahkan perincian perbincangan aspek teknikal yang turut dihadiri oleh AGC, namun kita akan cuba bawa perkara ini (rangka perundangan berita palsu) ini kepada Kabinet secepat mungkin"
Neutral,"Kerana ia akan menjadi pilihan raya umum paling penting dalam sejarah Malaysia, di mana ia akan menentukan sama ada terdapat perubahan Kerajaan Persekutuan di Putrajaya buat kali pertama dalam 61 tahun"
Neutral,"Itu baru Bersih, belum program pro pembangkang."
Negative,"Kalaulah masih mengharapkan Tun Dr Mahathir, Kit Siang atau Anwar, masa depan Malaysia sudah tentu tidak menjanjikan apa-apa !"
Neutral,Proses mengambil alih tanah seluas 203.2 hektar akan dibuat pada bulan April. 
Negative,"Selama beberapa dekad, pengangkutan awam telah diabaikan"
Positive,Kita (MADACorp) memandang serius keluhan petani berhubung masalah padi angin ini
Negative,Pengusaha kereta sewa terima tempias bahang pilihan raya
Positive,"Contohnya terhadap isu wanita dan keluarga antaranya melalui kewujudan akta jenayah seksual kanak-kanak, mahkamah jenayah seksual khas yang diwujudkan untuk beri fokus isu wanita dan kanak-kanak"
Positive,"Perak merupakan negeri paling utama dalam Felcra, oleh itu kita mengambil kira perkara ini dengan membangunkan pusat R&D berkenaan di negeri ini"
Positive,Dong Zong sentiasa mengharapkan kerajaan agar dapat membina sekolah rendah Cina dengan lebih bersistematik
Neutral,"Peruntukan ini kita dapat daripada kerajaan Persekutuan, jadi memang perlu tunggu tambahan pada awal-awal tahun ini"
Negative,Kami lihat Proton telah lari daripada tujuan asal yang membawa kepada penubuhan Proton dulu
Positive,"Pakatan Harapan akan berusaha untuk mengurangkan, malah sebaiknya menghentikan kegiatan-kegiatan ini demi menjamin kehidupan yang lebih baik buat penduduk khususnya Orang Asli"
Positive,Teknologi ketika ini semakin banyak berubah dan senapang patah telah 'dikunci' bagi mengelak kes tertembak berlaku
Negative,mengakui bimbang peratusan keluar mengundi yang rendah di kawasan Permatang Pauh akan menyebabkan mereka berdepan risiko kekalahan pada Pilihan Raya Umum
Negative,"Pembangkang yang dilihat pada hari ini adalah pembangkang dengan dakyah-dakyah tidak benar yang bertujuan untuk mempengaruhi rakyat dan sudah pasti rakyat boleh membezakan mana yang benar,"
Positive,"Walaupun ditakluki oleh orang asing, orang Melayu tidak bertindak secara agresif"
Negative,"Hari ini jelas, rakyat terhimpit dengan kos sara hidup yang tinggi, GST, selain isu-isu yang melanda kepimpinan kerajaan BN"
Positive,"Saya mengesahkan 1MDB, berdasarkan rekod kami dan penyiasatan PAC, tidak pernah membayar walau satu sen pun kepada akaun peribadi perdana menteri"
Negative,Saya sangat kecewa. 
Positive,"Oleh itu, kita harus berbangga kerana berada di dalam sebuah parti yang berjiwa rakyat, membantu rakyat dan berhidmat untuk rakyat"
Positive,"Saya yakin akan ada berita tambahan baharu yang baik bagi sektor ini, sebaik ia menjadi kukuh"
Positive,"Buat permulaan KR1M 2.0 akan menawarkan empat barang keperluan asas dengan harga rendah iaitu gula, minyak masak, tepung dan beras"
Positive,"Dalam erti kata lain, kemudahan ini akan menggalakkan penyertaan awam yang lebih berkesan bagi memastikan pelaksanaan dan penambahbaikan NHRAP dari semasa ke semasa"
Negative,Matlamat perjuangan mereka (Bersatu) tidak sehaluan
Negative,Pembangkang pandai tabur janji saja
Neutral,Saksi-saksi yang telah dikenalpasti telah dipanggil untuk memberi keterangan kepada Polis DiRaja Malaysia (PDRM) bagi membantu siasatan. 
Negative,"Seseorang individu, sejauh mana dia popular suatu ketika dahulu pun tidak boleh membawa perubahan tanpa ada kekuatan parti di belakangnya"
Negative,tsunami fitnah dan kebencian juga akhirnya akan kecundang
Negative,Ia boleh menimbulkan kesangsian rakyat terhadap mereka yang tidak terlibat membuat pengisytiharan. 
Positive,"Pilihan raya adalah pesta demokrasi, kami di Kepala Batas dah berzaman mempunyai tradisi melalui pilihan, calon sentiasa berdepan dengan kami adalah daripada Pas"
Positive,Kita akan mengambil tindakan tegas jika terbukti mereka ini melakukan perbuatan yang boleh dikira sebagai tidak bermoral seperti ini
