label,text
Neutral,"Itu baru Bersih, belum program pro pembangkang."
Neutral,Tepuk dada tanya selera.
Positive,"Selain itu, majikan yang disenarai hitam juga membabitkan mereka yang terbabit dalam apa juga jenayah yang tidak memungkinkan mereka mengambil pekerja asing lagi, bukan hanya terhad kepada pembantu rumah"
Positive,kami akan terus menjalankan tugas kami secara profesional
Positive,BN sapu bersih 10 daripada 12 PRU
Positive,"Selain 'Ini Kalilah', slogan '505, Tukar Kerajaan' juga berjaya menawan rakyat jelata terutama sekali dalam kalangan pengundi Cina"
Neutral,Masyarakat Melayu masih tidak biasa dengan amalan kempen ala konfrontasi sebegitu
Neutral,Kami dapati tiada merit dalam rayuan itu
Neutral,Sesi taklimat berkenaan Rang Undang-undang ini bersama Ahli Parlimen BN dan pembangkang juga akan diadakan dalam tempoh terdekat
Positive,"Sebagai pembangkang yang matang dan sejahtera, PAS akan menghadapi pilihan raya umum dan tidak menumbang kerajaan dari pintu belakang"
Positive,"Pelancaran Jentera BN Parlimen Jasin baru-baru ini, kita melihat kehadiran jentera ini begitu ramai dalam kalangan wanita, pemuda dan puteri."
Neutral,Saya cadangkan supaya anda bertanya kepada rakyat untuk mendapatkan perspektif mereka (rakyat) memandangkan mereka lebih tahu
Negative,"Kini projek bernilai RM200,000 dikumpulkan menjadi projek besar dan diberikan kepada pihak konsesi"
Positive,Prestasi dan kejayaan PNB adalah satu kebanggaan kepada seluruh rakyat Malaysia.
Positive,Israel datang juga bukan kerana kerajaan Malaysia tetapi untuk menghadiri WUF.
Positive,"Tribunal bukan sahaja mengendalikan kes gangguan seksual, tetapi berperanan memberi nasihat, cadangan serta laporan keberkesanan dari semasa ke semasa kepada kerajaan"
Positive,"""Amankah Malaysia? Tentu sekali."
Negative,"Justeru, prinsip kebebasan yang dijamin oleh demokrasi tidak seharusnya dilebarkan sehingga menikam mati demokrasi itu sendiri."
Neutral,"Sepatutnya setiap cawangan dan bahagian bermesyuarat serta mengadakan pemilihan wakil ke AGM tetapi apa yang kami dapat tahu, setiap bahagian memilih lapan wakil daripada kepemimpinan tertinggi untuk ke AGM berkenaan"
Negative,"Belum mendapat kuasa, sudah menunjukkan sikap kuku besi"
Positive,Amanah boleh memperjuangkan Islam kerana inspirasi kami juga adalah melalui pimpinan Allahyarham Tok Guru Nik Aziz dan Datuk Fadzil Noor
Neutral,"Tambahan lagi pada masa kini negara tidak menghadapi ancaman konvensional yang serius, sebaliknya kita menghadapi ancaman bukan konvensional seperti anti-keganasan dan pemeliharaan keselamagan di Timur Sabah"
Positive,Masyarakat Malaysia perlu mempunyai kesedaran tinggi terhadap golongan autisme supaya dapat membezakan karakter golongan itu dengan seorang individu normal.
Positive,"Saya rasa gembira dan perdana menteri juga amat gembira melihat keseluruhan projek MRT berjalan dengan lancar,"
Neutral,Rakan saya yang cadangkan
Positive,Kami sentiasa menyokong usaha memperkasa keusahawanan di kalangan usahawan wanita.
Negative,Kami berpendapat laporan seperti itu tidak beretika dan perasaan keluarga serta orang tersayang dalam penerbangan MH370 itu perlu dihormati
Negative,Susahlah kalau kabinet tidak mencerminkan ke-Malaysiaan negara ini
Negative,"SPR menyeru agar setiap calon atau parti politik yang bertanding supaya tidak berkempen dengan cara yang boleh menimbulkan hasutan, permusuhan, mengembangkan perasaan jahat dan sebagainya"
Neutral,"Saya ada tanya mengenai sumber kewangan Jho Low, Riza Aziz yang dikatakan kerajaan Malaysia, harta mereka, perniagaan mereka tidak ada kaitan dengan 1MDB."
Negative,"Dari dulu sampai la, lot ladang dan juga rumah peneroka belum lagi menjadi hak milik kami."
Positive,"Sebelum ini, Pengerusi Harapan, Tun Dr Mahathir Mohamad nyatakan jika ada pihak berasa tidak puas hati, bermakna berjaya lah rundingan tu"
Positive,Saya juga meminta mereka membaiki rekahan dan juga memeriksa keadaan cerun dengan kerap
Negative,"Prestasi BN ini tidak tertanding di negeri besar yang lain di Semenanjung seperti Selangor dan Perak, yang ditembusi oleh pembangkang dengan berkesan seawal 1969"
Neutral,Bahang politik itu sememangnya dijangkakan dalam tempoh  tiga hingga empat bulan akan datang ini
Positive,Indonesia perlu yakin negara ini merupakan sebuah negara yang berbeza dengan negara-negara lain
Neutral,Bagaimanapun itu hanya nama yang diangkat dan keputusannya bergantung kepada PRU-14 selain dibuat pucuk pimpinan parti.
Positive,Rang Undang-undang ini digubal demi kepentingan masyarakat umum bagi melindungi rakyat daripada lambakan berita tidak benar serta menjadi mangsa kepada berita tidak benar.
Positive,menggalakan golongan muda menceburi pertanian dan cari cara menjana kekayaan baharu sektor agro makanan
Positive,Duit itu kita beri semula kepada rakyat.
Positive,"Saya boleh menang tapi kalau saya bertanding atas tiket parti, peluang nak menang lagi mudah, paling tidak majoriti tidak kurang 8,000 undi,"
Positive,"Oleh itu, kita tak mau ada orang bawa amalan politik benci sama sendiri, berdendam, bersangka buruk, tiada hala tuju dan celaru dalam masyarakat yang akhirnya berlaku perpecahan sesama kita dan permusuhan"
Positive,"Kami tidak membayar jumlah penuh pun yang dicadangkan oleh HSS Integrated Sdn Bhd, yang mana juga terlibat dengan projek ECRL"
Negative,Janganlah musnahkan semua itu hanya disebabkan mainan­ politik satu kelompok yang me­nghalalkan segala cara semata-mata mahu berkuasa.
Neutral,"Sebenarnya, dalam dua tiga tahun ini, kita memang ada buat pemantauan, pegawai Kementerian Kesihatan pergi membeli cecair berkenaan dan membuat ujian di makmal"
Neutral,Semua pemaju tahu
Neutral,"Ini bermakna selain mempunyai strategi yang tepat dan satu set dasar yang kondusif, sebagai satu destinasi, Malaysia mestilah bijak dan berterusan dalam strategi kita, dalam  kempen pemasaran kita serta merancang pendekatan kita di pasaran yang berbeza"
Positive,"Asalkan anak pandai membaca dan mengira, cukup untuk kami yang tiada apa-apa (kerakyatan)"
Negative,"Ini bukan masa sesuai, bukan lagi untuk kepentingan diri, lebih beri tumpuan kepada bos yang sepatutnya"
Neutral,Ia mustahil untuk menang dalam PRU tanpa bertanding di bawah logo parti politik. 
Positive,"Justeru, kepercayaan itu perlu diterjemah kepada kerja keras untuk membantu masyarakat Cina."
Positive,"Semoga dengan adanya aset-aset baharu ini, PGU mampu menggalas tanggungjawab yang lebih besar dan memainkan peranan sebagai sebuah unit kepolisan udara bertaraf dunia."
Negative,"sedikit sebanyak telah meningkatkan kos operasi stesen minyak,"
Positive,Kami juga senada tentang potensi kemungkinan IS merekrut penyokong daripada kalangan pelarian dan mereka yang ditindas.
Positive,"Tiada nelayan di semenanjung Malaysia yang berpendapatan dibawah RM500 sebulan, jika ada saya percaya mereka bukan nelayan sebenar yang berdaftar tetapi sebaliknya nelayan sambilan yang tidak menangkap ikan sepenuh masa"
Positive,Ini satu lagi contoh bagaimana subsidi pendidikan disalurkan
Negative,"Tanpa tindakan undang-undang, maruah negara dan pemimpin akan terus tercemar"
Positive,Kita minta pihak konsesi ini dimansuhkan
Positive,Saya minta mereka yang menjadi mangsa kepada pegawai terbabit membuat laporan kepada pihak JPJ bagi memudahkan mereka melakukan siasatan dan mengambil tindakan terhadap pegawai berkenaan
Neutral,"Tiap-tiap penyelidikan menunjukkan IS, pengganas paling ganas atas nama Islam, muncul dari doktrin Wahabisme"
Positive,"Ketahuilah bahawa asas pendidikan di negara ini adalah pendidikan percuma dan kerajaan tetap meneruskannya sebagai inisiatif mendahulukan rakyat, melainkan sumbangan tertentu mengikut keperluan sekolah"
Positive,Dalam kabinet (persekutuan) pun ramai menteri datangnya dari Sarawak
Neutral,"Jadi kena betulkan kenyataan yang dbuat oleh penulis ini, sebab boleh beri kesan pada Datuk Mufti"
Neutral,Terdapat juga larangan sumbangan daripada syarikat atau badan korporat yang mendapat projek kerajaan
Neutral,Kebanyakan laporan dibuat ejen penarik kenderaan yang dilantik institusi kewangan hanya selepas proses menarik kenderaan dijalankan bagi menyatakan kesahihan tindakan diambil mereka mengikut prosedur perundangan
Positive,"Pada PRU14 ini juga, SPR akan mengundang pemerhati-pemerhati pilihan raya untuk meninjau ketelusan proses pilihan raya"
Negative,"Kau ingat aku suka-suka masuk dalam ni, bukan main jauh lagi, pu**ek sungguh kamu semua ni."
Positive,Tahap demokrasi Malaysia tidaklah teruk seperti didakwa sesetengah pihak yang mengatakan demokrasi negara ini mati
Positive,Ini janji saya bagi FELDA bahawa kita tetap akan telus dalam urus tadbir yang baik dalam FELDA kerana kita tidak mahu amalan kronisme atau nepotisme dihidupkan seperti pada masa dulu
Positive,"Kalau sudah takdir dia jadi calon, terimalah dan beri sokongan padu kepada pemimpin Umno dan BN"
Positive,"Bagi saya senang sahaja, bagi orang yang tidak membuat cerita bohong atau berita palsu, mereka tidak perlu takut dengan undang-undang ini"
Positive,"Walaupun wujud begitu banyak kebimbangan dalam diri saya, tetapi saya yakin bahawa menyertai Bersatu ini adalah satu perkara yang perlu saya lakukan sekarang."
Negative,Ia menyebabkan pakatan pembangkang menggunakan simbol PKR kali ini. Namun menerima bantahan daripada ahli DAP dan PKR sendiri.
Neutral,"Setelah lengkap, siasatan akan dikemukakan di Jabatan Peguam Negara untuk tindakan selanjutnya"
Positive,"Kalau nak buat anggaran BN akan kalah, bagi saya tunggulah pilihanraya nanti"
Positive,Kami merayu kerajaan supaya tidak menjalankan pembalakan.
Neutral,"Malah, bukan media sosial yang akan menentukan kemenangan pilihan raya nanti"
Positive,"Bersatu masih menanti panggilan ROS, dan kami bersedia dan akur dengan cadangan yang bakal dikemukakan ROS jika terdapat sebarang masalah"
Positive,Saya perlu berlaku benar pada diri saya dan 11 nyawa yang meninggal dunia
Positive,Kita tidak mahu ada andaian… bila sudah cukup bukti kita akan ambil tindakan sewajarnya
Positive,Pihak kami akan menaja pendidikan mereka sehingga peringkat tertinggi
Neutral,Orang boleh masuk ke negara ini
Positive,ni bermakna melalui KR1M 2.0 semua peruncit yang menjalankan kerjasama memasarkan produk KR1M 2.0 akan menggunakan jenama asal produk seperti Nestle dan sebagainya dan tidak lagi menggunakan jenama selain jenama asal itu
Positive,"Idea penganjuran ini terbit daripada kesedaran bahawa isu dan persoalan yang melanda negara boleh diperbincangkan di kalangan bekas-bekas pelajar MCKK, walaupun mereka mempunyai fahaman politik yang berbeza."
Negative,saya telah membuat keputusan untuk mengambil tindakan undang-undang terhadap SKMM dan Nuemera atas kegagalan mereka menjamin keselamatan maklumat peribadi kita
Positive,"Ada beberapa teori yang muncul, ada pendapat mendakwa BN akan menang sebab pembangkang tidak bersatu"
Positive,"Jangan menentang bila BN buat, tetapi tiba-tiba kita buat "
Positive,Kita mahu rakyat faham segala dasar telah dibuat kerajaan
Positive,"Perpindahan ke kampung baharu tersebut akan dilakukan sebaik pembinaan rumah siap termasuk disediakan kemudahan jalan, elektrik dan air bersih supaya dapat tinggal dalam keadaan selesa"
Positive,Ia di bawah bidang kuasa kerajaan Persekutuan
Neutral,Bukan itu sahaja Wan Saiful akan ditempatkan dalam Majlis Pimpinan Tertinggi Bersatu bagi mengisi kekosongan posisi yang ditinggalkan beberapa ahli parti.
Neutral,Itu adalah asas kepada penulisan saya dan saya membuat kesimpulan melaluinya.
Positive,"Kita jalankan tinjauan, jika kerusi ini ditandingi PKR, kebarangkalian untuk menang lebih tinggi"
Positive,"Saya percaya apabila perdana menteri kita sekarang, Datuk Seri Najib Razak, mendapat idea itu dan melihat bagaimana raja-raja Saudi mempertahankan kuasa mereka selama ini, dia merasakan ia idea yang bagus"
Neutral,"ika pilihan raya lambat, kita lihat keputusan Mahkamah Rayuan dulu"
Positive,"Banyak isu dekat di hati rakyat negeri ini bukan hanya berkenaan bauksit sahaja, kita mahu melihat kepada apa yang dimahukan oleh rakyat sebenarnya"
Neutral,"Kebanyakan pengguna membawa beg sendiri sekarang, tetapi kadangkala pembeli yang datang tanpa perancangan, tidak bawa beg mereka"
Neutral,"Itulah sebabnya, pada saya, kalau nak sebut pasal bab fitnah dan saman orang, kalau kita saman yang menang siapa?"
Neutral,Macam mana nak bayar?
Positive,Tindakan pantas akan memberikan impak dan meningkatkan keyakina orang ramai kepada perkhidmatan polis
Positive,Oleh itu kami memperkenal skim khas bagi membanti pengedar dalam usaha menaik taraf kepada premis baharu
Negative,Pada saya ini cuma alasan
Positive,"malah ada yang menyatakan kemungkinan tindakan atau tindak balas  perdagangan, termasuk merujukkanya ke Pertubuhan Perdagangan Dunia, bagi  menghalang EU daripada melaksanakan larangan minyak sawit untuk biofuel"
Positive,"Sekiranya mempunyai pengesahan perubatan mengalami masalah mental, guru itu perlu diberi cuti"
Positive,"Saya jangkakan 2020, projek memanfaatkan rakyat ini mampu membawa Bemban kepada bandar utama di Jasin kerana lebih 20,000 penduduk bakal 'diimport"
Positive,Memang faktor umur memberi kesan tapi umumnya saya sihat walaupun saya ada sakit jantung
Positive,Syabas pasukan KWSP!
Positive,Oleh itu saya berharap rakyat tidak tersalah pilih dan janganlah pilih pemimpin yang tidak mempunyai pendirian semata-mata demi kepentingan diri
Positive,Kita harus sama-sama menentukan agar berita palsu ini dapat kita atasi
Positive,Jadi kita tidak boleh terlalu bergantung kepada angka pertumbuhan KDNK
Negative,"PH Johor terkejut dengan berita penangkapan Mazlan Aliman di kediamannya dekat Felda Sungai Ramun, Kulai 1.53 pagi tadi."
Positive,"Jika memilih untuk tidak dikritik, duduk saja di rumah dan jangan terlibat"
Positive,"Selain itu, perbincangan dengan pengeluar, pengimport, pembekal dan pemborong turut diadakan"
Positive,Saya akan terus gagahkan diri meneruskan perjuangan murni ini dan janganlah kita mudah termakan dengan berita palsu yang sengaja ingin mempolitikkannya
Negative,"Bila harga minyak jatuh, Arab Saudi (antara) negara pengeluar minyak (utama) pun yang sebelum ini kerap menderma kepada negara-negara Islam terpaksa meminjam kepada bank dunia sebanyak AS$10 bilion kerana kesan kejatuhan itu"
Positive,"Penempatan Pegawai Perubatan di K1M, membabitkan penambahan perjawatan anggota sokongan, khususnya di bahagian farmasi."
Positive,"Orang mungkin melihat pemerkasaan wanita hanya dalam aspek tuntutan penglibatan 30 peratus golongan itu dalam membuat dasar tetapi bagi kementerian ini, skop itu perlu dilihat dalam konteks lebih luas"
Positive,"Kepada warga peneroka dan generasi baharu Felda, ayuhlah kita bersatu dan berpadu kerana sesungguhnya Felda ini benteng kita, Felda ini legasi kita dan semestinya Felda inilah maruah dan tanggungjawab kita bersama"
Positive,Setiap pengarah atau wakil negeri perlu mematuhi dan akur dengan keputusan yang diputuskan serta mengikut surat siaran yang dikeluarkan
Neutral,Tetapi dalam PRU ia bukan soal ketokohan dan keperibadian pemimpin
Negative,"Apabila kamu nampak ada sesuatu yang tidak kena, kamu mesti kata tempat itu tidak selamat."
Neutral,"Kedua, soal persempadanan ini telah dibawah ke mahkamah, semua orang telah baca di surat khabar, apa sangat yang mahu dibaca dokumen di hadapan itu."
Positive,Semoga semua tabah dan mengikuti panduan pihak berkuasa
Negative,"Pelan tersebut didraf pada 2012 dengan kos RM30 juta tetapi gagal diwartakan dan telah diketepikan oleh Menteri Wilayah Persekutuan pada tahun lepas, boleh memastikan pembangunan bandar yang mampan, termasuklah memelihara kawasan hijau dan awam"
Neutral,"Justeru, Harapan perlu mendapat undi Melayu yang signifikan jumlahnya"
Positive,"Pada saya kezaliman ini perlu diperjuangkan dan saya akan terus menuntut hak melibatkan beberapa kes lain, ke peringkat yang sewajarnya."
Neutral,"Pada 2014 dan 2015, KWSP mengisytiharkan dividen lebih tinggi berbanding 2013, yang juga merupakan tahun pilihan raya"
Positive,Jalan keluarnya ialah menubuhkan suruhanjaya diraja untuk menyiasat
Neutral,Mungkin suami dia ada sekarang ke pergi mana saya tak tahu
Positive,"InsyaALLAH, sekiranya diberi peluang, kita akan utamakan masyarakat dahulu, kita akan buat yang sebaiknya untuk masyarakat"
Positive,"Ertinya kerajaan ada fokus dari segi modal insan, kerajaan mahu lihat Malaysia menjadi sebuah negara maju."
Positive,"Setelah mendapat bukti yang cukup dan merujuk kepada pihak pendakwaan, kita akan bertindak dan mendakwanya di mahkamah"
Positive,"Oleh itu, adalah penting untuk mengamalkan pendirian  tidak campur tangan"
Positive,"Selepas menerima penjelasan berhubung perkara itu daripada TNB, kami semua bersetuju pindah ke kampung baharu di atas bukit berdekatan yang lebih selamat,"
Positive,"Maksimumkan pergerakan dan kalau sebelum ini kita buat program seminggu sekali, tapi sekarang kena berubah, buat program setiap hari bersama rakyat"
Neutral,"Saya bertugas untuk Mukhriz secara peribadi dan memberi nasihat komunikasi dan  strategi kepadanya sehingga 2015, termasuk semasa PRU13, dan selepas itu apabila beliau menjadi Menteri  Besar."
Neutral,Tiada syarat untuk isytihar penerimaan dan pemberian dana politik.
Positive,Ia boleh membantu peladang kecil dalam keadaan ekonomi tak baik sekarang ini
Positive,"Dahulu tiada soal (susah) nak dapat kerja, biasiswa, lesen dan (peluang) perniagaan"
Negative,Sudah jelas bahawa Azrin berbohong
Positive,Sekurang-kurangnya ada kesedaran dan keyakinan mereka terhadap kerajaan walaupun timbul pelbagai persepsi
Positive,Kita harap bukti forensik dapat menyekat pemilik akaun dari memberi alasan akaunnya telah digodam atau apa saja alasan untuk melepas tengkuknya
Positive,Soalan kami amat mudah untuk dijawab jika kita berada dalam kedudukan jujur serta baik. 
Positive,"Kita juga perlu mewujudkan pekerja atau anak muda Malaysia yang menceburi bidang keusahawanan yang mencipta pekerjaan untuk orang lain, menjadi seorang usahawan"
Negative,"Sebelum ini, apa yang diberitahu kepada kita sangat tidak tepat."
Neutral,Saya harap secepat mungkin (lantik pengerusi).
Positive,"Pembangkang gagal menyatakan bahawa dakwaan sumber dana dalam tuntutan sivil DoJ adalah daripada Aabar BVI, yang menurut DoJ, dikatakan mempunyai urusan perniagaan dengan Jho Low."
Positive,Takkanlah kerajaan nak benarkan mereka mengundi
Neutral,Boleh tunjuk di manakah aset Perda?
Positive,Kita harus kembali ke papan lukisan untuk mengkaji dan melihat sistem yang lebih baik menguruskan kebajikan mereka di sini
Positive,"Dalam jawatankuasa itu pun ada peguam penasihat yang dilantik dan semua bebas sebab kita menyiasat agensi sendiri,"
Positive,"Apabila rakyat faham dengan sesebuah dasar ini, mereka mungkin akan menyokong kerajaan bagi memastikan dasar itu terlaksana dengan lancar"
Neutral,Pemuda hanya mahukan jawapan kepada dua persoalan yang dikemukan.
Negative,Jadi kalau bagi kumpulan tertentu nanti orang lain ambil kesempatan
Neutral,"Sebagai penjawat awam, semua memang sudah sedia maklum mereka terikat dengan Akta Rahsia Rasmi"
Positive,Saya perlu menjaga kebajikan anda.
Negative,Saya agak terkilan dengan kenyataan beliau kerana setakat ini ada tiga wanita di kabinet
Positive,"Program (SHIP) ini menyasarkan golongan berpendapatan pertengahan dengan pengalaman bekerja dalam bidang berkaitan, serta berumur bawah 40 tahun"
Positive,"Contohnya terhadap isu wanita dan keluarga antaranya melalui kewujudan akta jenayah seksual kanak-kanak, mahkamah jenayah seksual khas yang diwujudkan untuk beri fokus isu wanita dan kanak-kanak"
Negative,"Masalahnya kalau dia dah tahu ada perjumpaah (WUF) ini, mengapa suruh saya datang hari ini?"
Positive,"Jadi saya akan bermula dengan ucapan jutaan terima kasih , penghargaan tan sri dipertua, dan kepada datuk seri-datuk seri, timbalan-timbalan dipertua yang selalu memberi ruang dan pertimbangan yang sebaiknya kepada saya untk berhujah. "
Positive,Mereka ini merupakan aset penting yang tidak boleh disisihkan begitu sahaja
Negative,"Apabila dokumen tidak sah, menyebabkan apabila kelahiran berlaku anak-anak tidak dapat didaftarkan. "
Neutral,"Tetapi di negara, lazimnya, apa yang kita lihat adalah pertumbuhan itu (dijana oleh) perbelanjaan domestik"
Neutral,"Pada masa sama, mereka perlu membuat persediaan untuk anak-anak memasuki sekolah."
Negative,Dakwaan palsu seperti ini pasti menyedihkan keluarga dan rakan mereka yang hilang dalam pesawat Malaysia Airlines penerbangan MH370
Positive,"Sebagai contoh, kita boleh memerintah Kelantan selama 28 tahun dan dalam keadaan tersekat, peruntukan terhad, kerana tidak ada ketirisan"
Positive,"Melihat kepada pengalaman di seluruh negara, kebanyakan kes yang dirujuk kepada SITF adalah mereka yang memerlukan bantuan dalam bidang pendidikan, kebajikan, bantuan perubatan dan isu berkaitan kewarganegaraan"
Neutral,Saya selalu katakan di Semenanjung: Mungkin rakyat di sana tidak tahu Kinabatangan seluas Pahang dan sebab itu suara wakil rakyat Kinabatangan mesti seluas itu
Positive,"Sebab itu kenapa adalah penting untuk wartawan menonjolkan atau melihat isu-isu bandar dan tidak hanya menumpukan pada soal jenayah, politik atau kemalangan tetapi juga aspek kehidupan di bandar  secara holistik,"
Neutral,Peguam dikehendaki memohon untuk hadir sebagai amicus curiae semasa prosiding
Negative,Biasanya cuma janji saja tapi tak pernah buat pun
Positive,Sukarelawan ini terdiri daripada ahli-ahli yang secara sukarela ingin berkhidmat untuk membantu petugas menjelang PRU nanti
Negative,Kami antara ahli ingin meluahkan rasa kurang senang atas beberapa isu terpendam selepas persidangan parti akhir tahun lalu.
Positive,Pekerja tidak formal seperti penjaja jalanan perlu diberi nasihat sewajarnya serta ruang di tempat awam kerana mereka juga mampu menyumbang kepada ekonomi negara
Negative,"Misalnya hasil kerja tangan BN telah mengakibatkan pembaziran wang negara, kecurian, rasuah, kenaikan kos sara hidup akibat GST dan kejatuhan nilai mata wang"
Negative,MIC Wilayah Persekutuan sendiri sebelum ini telah menyenaraikan 20 orang pemohon kepada Kementerian Wilayah Persekutuan dalam isu Rumawip namun masih belum mendapat sebarang maklum balas
Positive,Saya tidak lari dari Kluang.
Positive,"Dalam cadangan kami kepada kerajaan, peruntukkan RM250 perlu dibuat dalam bentuk e-Wallet dan hanya boleh dibelanjakan ke arah beli buku"
Negative,Sangat tidak berbaloi apa yang beliau buat
Positive,ijangka ia akan selesaikan sepenuhnya masalah pencemaran yang sering berlaku sebelum ini
Neutral,"Bukan saya cakap, tetapi beliau yang cakap dan hari ini ertinya beliau bekerjasama untuk memberi ruang pada DAP memerintah negara"
Neutral,Macam mana pula dengan MCA serta Gerakan yang tentang hukum hudud?
Positive,"Ketika ini memang tiada tindakan lagi, sebab kita dapati mereka yang berusia 16 tahun tidak ramai menunggang motosikal berkuasa tinggi."
Negative,"Di bawah Akta Keselamatan dan Kesihatan Pekerjaan (OSHA) 1994, menjadi tanggungjawab kedua-dua pihak majikan dan pekerja untuk memastikan keselamatan dan kesihatan di tempat kerja dan mereka yang gagal berbuat demikian boleh dikenakan denda atau didakwa di mahkamah."
Positive,Kita akan salurkan bantuan seberapa segera terhadap mangsa banjir setelah mendapatkan maklumat lengkap
Neutral,Ia adalah satu pandangan dan saya bukan individu yang senang untuk membuat silap
Negative,Tindakan itu mengecewakan kerana masyarakat Malaysia boleh membezakan antara yang benar dan palsu.
Negative,Kes hudud pun tidak selesai jadi jangan buang masa
Neutral,"Bila konsep DEB dilancarkan, saya masih ingat ayahanda saya (Tun Abdul Razak Hussein) cuba menjelaskan DEB ini pada awal 70-an dalam anologi mudah."
Positive,Jadi raya pun boleh disambut dengan meriah...
Positive,Sekolah agama dan maahad tahfiz yang belum mendaftar harus segera berbuat demikian
Negative,"Semasa dalam PKR, saya memang memperjuangkan nasib golongan muda, ibu tunggal dan warga emas, namun sehingga semasa keluar parti pun, saya tidak nampak sebarang wawasan untuk anak muda dan golongan berkenaan jika terus bersama PKR"
Neutral,"Soalan berkaitan Jho Low saya kemukakan sendiri kepada Najib dan Timbalan Perdana Menteri, Datuk Seri Ahmad Zahid Hamidi secara peribadi."
Positive,Tak ada orang yang memahami logiknya
Positive,Inkues yang dicadangkan itu selaras dengan keprihatinan yang orang ramai tunjukkan terhadap kes ini
Positive,BN akan kaji cara ini dan akan melaksanakannya jika menang dalam PRU-14 
Positive,Apa yang tersebar di media sosial ini seharusnya disiasat pihak berkaitan seperti Suruhanjaya Komunikasi dan Multimedia (MCMC) supaya ianya tidak menjadi satu perkara yang boleh menyebabkan provokasi kepada rakyat lebih-lebih lagi menjelangnya PRU14
Negative,"Jika usaha untuk mencegah jenayah dianggap sebagai jenayah, maka negara itu dipimpin oleh penjenayah"
Positive,Harapan percaya proses menyuburkan semangat demokrasi amat penting kepada pelajar sekolah. 
Neutral,Mereka sebaya dan anak saya bercerita bagaimana anak perempuannya datang ke sekolah selepas peristiwa itu berlaku
Positive,"Kita mesti insaf, kita tidak berada dalam comfort zone (zon selesa) dan oleh itu kita mesti ketepikan kepentingan peribadi dan sama-sama berperang demi kemenangan parti"
Positive,Ternyata penubuhan PNB telah berjaya meningkatkan tahap sosioekonomi terutamanya golongan bumiputera.
Positive,Setakat ini saya amat berpuas hati dengan perjalanan CMC dan maklumat yang kita peroleh
Positive,"Melalui aplikasi ini juga, anda boleh menyemak lokasi mengundi semasa pilihan raya."
Neutral,"ni sekejap (sokong) Umno, sekejap PAS, kemudian bebas"
Neutral,"Buat masa ini, kita tidak mempunyai rekod berapa jumlah ugutan atau ancaman diterima"
Positive,Ini bermakna bukan Malaysia yang menjemput Israel atau menyediakan platform untuk mereka datang.
Positive,Jangan membiarkan rancangan bina sekolah ini dijadikan sebagai isu politik
Positive,"Ini apat dibuktikan menerusi pelaksanaan Inisiatif Melestari Pembangunan Komuniti (1MPAK) oleh MARA baru-baru ini dan melalui kerajaan yang menyasarkan untuk mewujudkan sebanyak 250,000 peluang pekerjaan kepada generasi muda"
Neutral,"Kita memang tahu RM42 bilion itu hutang 1MDB, tapi jika ia hutang, mesti ada aset yang akan ditunjukkan kepada rakyat"
Positive,"Dijangkakan Majlis dan Suruhanjaya itu yang kompeten secara teknikal dengan kesan undang-undang, ekonomi dan saintifik mengenai pengharaman diskriminasi yang dicadangkan terhadap minyak sawit, tidak menyokong larangan terbabit"
Negative,"Sedangkan kerajaan sekarang yang menjual aset negara seperti tanah, stesen jana kuasa eletrik, Proton dan meletakkan kedaulatan negara di ambang terumbang ambing"
Positive,Pemikiran masyarakat nelayan sekarang lebih matang yang boleh memikirkan yang mana benar dan yang baik untuk mereka.
Positive,"Kita sedar, orang muda kecewa dengan pembangkang yang hanya pandai berjanji tapi tidak mengotakannya"
Positive,"Selain dapat merawat penagih, kita juga boleh eksport ubat sirap (cairan) ketum dan menjana ekonomi negara kita"
Negative,Kempen pilihan raya bertukar menjadi kerja-kerja menepis dan menjawab segala isu integriti yang melingkari calon-calon sedemikian
Positive,pesawat itu sebenarnya mendarat sempena penerbangan komersial sulung ke Malaysia setelah melalui kerja menaik taraf lebih setahun lepas.
Negative,Kerajaan Selangor tidak mempunyai kredibiliti untuk beri jaminan negeri itu bebas rasuah kerana sistemnya tidak mendapat akreditasi piawaian antarabangsa
Neutral,"Kalau saya bertanding sebagai calon bebas, saya boleh dapat majoriti tidak kurang 5,000 undi kerana berlaku perpecahan undi"
Neutral,Saya akan gunakan logo PKR dan akan bertanding di kerusi yang diberikan PKR
Negative,Ini semua muslihat dan pendekatan preemtif gabungan itu untuk mengelirukan para pengundi semua kaum akan hilang kuasa.
Negative,"Kita tidak boleh mengelakkan persepsi orang ramai terhadap undang-undang negara, kerana ia tidak melindungi rakyat yang baik tetapi melindungi penjenayah"
Positive,Rafizi tidak mengambil satu sen pun wang rakyat sebaliknya hanya melaksanakan amanah
Positive,Saya berharap kerjasama seperti ini dapat diteruskan dan seterusnya dapat menjadikan kementerian ini sebagai kementerian yang benar-benar dapat membantu rakyat.
Negative,"Sebelum ini, ramai penjawat awam yang sakit keberatan untuk bersara awal."
Negative,"Oleh itu, Pasukan Respons MH370 ingin menyatakan laporan tersebut tidak berasas"
Positive,"Bakat ini bukan sahaja harus berpengetahuan, tetapi juga mampu membezakan mana yang betul dan salah, untuk menjalankan kajian mengenai sains bagi menambah baik kesejahteraan masyarakat dan bukan untuk keuntungan peribadi"
Positive,"Kita kita kena muka tebal lah, jangan telinga nipis"
Positive,"Pada saya, keperibadian Tok Mat itu boleh menambat hati rakyat."
